# ========
# Ratio-margin	01 percent
city_year	p0	p1	p2	p3	
c6_t0	2.76588e+09	1.11448e+08	1.50788e+10	1.64267e+08
c6_t1	3.00381e+09	1.03172e+08	1.74243e+10	1.03172e+08
# ========
# Ratio-margin	53 percent
city_year	p0	p1	p2	p3	
c0_t0	2.95656e+09	1.05272e+08	9.76329e+09	3.88715e+08
c0_t1	2.56909e+09	1.18054e+08	1.11852e+10	9.02841e+08
c1_t0	2.98929e+09	1.36618e+08	1.32603e+10	1.70339e+08
c1_t1	3.04273e+09	1.94357e+08	1.6048e+10	2.10794e+08
c2_t0	1.01991e+09	5.51971e+07	6.02186e+09	1.50576e+08
c2_t1	8.27957e+08	6.45183e+07	6.86013e+09	2.18623e+08
c3_t0	1.84526e+09	9.43659e+07	1.03474e+10	4.16429e+08
c3_t1	2.08717e+09	9.6642e+07	1.14793e+10	6.16669e+08
c4_t0	8.14454e+08	1.05596e+08	6.93103e+09	1.20886e+08
c4_t1	8.4218e+08	9.72162e+07	7.94496e+09	9.75402e+07
c5_t0	1.43626e+09	8.90991e+07	8.48848e+09	5.03208e+07
c5_t1	1.05975e+09	8.91374e+07	1.06215e+10	2.45619e+08
c6_t0	2.62249e+09	1.12562e+08	1.5221e+10	1.64267e+08
c6_t1	2.8199e+09	1.03172e+08	1.75751e+10	1.36357e+08
# ========
# Ratio-margin	54 percent
city_year	p0	p1	p2	p3	
c0_t0	3.10239e+09	1.05272e+08	9.61746e+09	3.88715e+08
c0_t1	2.72276e+09	1.18054e+08	1.14822e+10	4.52134e+08
c1_t0	3.1681e+09	1.36618e+08	1.30815e+10	1.70339e+08
c1_t1	3.22474e+09	1.94357e+08	1.59153e+10	1.61513e+08
c2_t0	1.07022e+09	5.51971e+07	5.97155e+09	1.50576e+08
c2_t1	8.77483e+08	6.45183e+07	6.86062e+09	1.68605e+08
c3_t0	1.93628e+09	9.43659e+07	1.01928e+10	4.13725e+08
c3_t1	2.21202e+09	9.6642e+07	1.12435e+10	7.27645e+08
c4_t0	8.54626e+08	1.05596e+08	6.89086e+09	1.20886e+08
c4_t1	8.92558e+08	9.72162e+07	7.91739e+09	7.47361e+07
c5_t0	1.5071e+09	8.82169e+07	8.41851e+09	5.03208e+07
c5_t1	1.11202e+09	8.82549e+07	1.06263e+10	1.89425e+08
c6_t0	2.75185e+09	1.12562e+08	1.50917e+10	1.64267e+08
c6_t1	2.98858e+09	1.03172e+08	1.74383e+10	1.04478e+08
# ========
# Ratio-margin	55 percent
city_year	p0	p1	p2	p3	
c0_t0	3.24393e+09	1.05272e+08	9.47592e+09	3.88715e+08
c0_t1	2.84698e+09	1.18054e+08	1.13539e+10	4.56237e+08
c1_t0	3.31264e+09	1.36618e+08	1.2937e+10	1.70339e+08
c1_t1	3.37186e+09	1.94357e+08	1.57667e+10	1.62978e+08
c2_t0	1.11905e+09	5.51971e+07	5.92272e+09	1.50576e+08
c2_t1	9.17516e+08	6.45183e+07	6.81795e+09	1.7124e+08
c3_t0	2.02462e+09	9.43659e+07	1.00428e+10	4.11056e+08
c3_t1	2.31294e+09	9.6642e+07	1.11312e+10	7.39017e+08
c4_t0	8.93616e+08	1.05596e+08	6.85187e+09	1.20886e+08
c4_t1	9.33278e+08	9.72162e+07	7.87599e+09	7.54143e+07
c5_t0	1.57586e+09	8.90991e+07	8.34887e+09	5.03208e+07
c5_t1	1.16276e+09	8.91374e+07	1.05717e+10	1.92385e+08
c6_t0	2.87739e+09	1.12562e+08	1.49661e+10	1.64267e+08
c6_t1	3.12492e+09	1.03172e+08	1.7301e+10	1.05426e+08
# ========
# Ratio-margin	56 percent
city_year	p0	p1	p2	p3	
c0_t0	3.38136e+09	1.05272e+08	9.33849e+09	3.88715e+08
c0_t1	2.9676e+09	1.18054e+08	1.07525e+10	9.37086e+08
c1_t0	3.45298e+09	1.36618e+08	1.27966e+10	1.70339e+08
c1_t1	3.51472e+09	1.94357e+08	1.55301e+10	2.56701e+08
c2_t0	1.16646e+09	5.51971e+07	5.87531e+09	1.50576e+08
c2_t1	9.56388e+08	6.45183e+07	6.67887e+09	2.71455e+08
c3_t0	2.11039e+09	9.43659e+07	9.89717e+09	4.08421e+08
c3_t1	2.41093e+09	9.6642e+07	1.10212e+10	7.50967e+08
c4_t0	9.31476e+08	1.05596e+08	6.81401e+09	1.20886e+08
c4_t1	9.72818e+08	9.72162e+07	7.79308e+09	1.18783e+08
c5_t0	1.64262e+09	8.82169e+07	8.28299e+09	5.03208e+07
c5_t1	1.21202e+09	8.82549e+07	1.04108e+10	3.04974e+08
c6_t0	2.9993e+09	1.12562e+08	1.48442e+10	1.64267e+08
c6_t1	3.25731e+09	1.03172e+08	1.7108e+10	1.66053e+08
# ========
# Ratio-margin	57 percent
city_year	p0	p1	p2	p3	
c0_t0	3.70688e+09	1.05272e+08	9.09852e+09	3.03162e+08
c0_t1	3.25329e+09	1.18054e+08	1.06732e+10	7.30631e+08
c1_t0	3.7854e+09	1.36618e+08	1.24642e+10	1.70339e+08
c1_t1	3.85308e+09	1.94357e+08	1.51874e+10	2.60998e+08
c2_t0	1.27875e+09	5.51971e+07	5.76302e+09	1.50576e+08
c2_t1	1.04846e+09	6.45183e+07	6.58048e+09	2.77768e+08
c3_t0	2.31356e+09	9.43659e+07	9.64284e+09	4.0582e+08
c3_t1	2.64303e+09	9.6642e+07	1.07766e+10	7.63537e+08
c4_t0	1.02115e+09	1.05596e+08	6.72434e+09	1.20886e+08
c4_t1	1.06647e+09	9.72162e+07	7.69744e+09	1.20771e+08
c5_t0	1.80076e+09	8.82169e+07	8.12486e+09	5.03208e+07
c5_t1	1.3287e+09	8.82549e+07	1.04003e+10	1.98769e+08
c6_t0	3.28804e+09	1.12562e+08	1.45555e+10	1.64267e+08
c6_t1	3.5709e+09	1.03172e+08	1.67916e+10	1.68833e+08
# ========
# Ratio-margin	58 percent
city_year	p0	p1	p2	p3	
c0_t0	3.6446e+09	1.05272e+08	9.07524e+09	3.88715e+08
c0_t1	3.19863e+09	1.18054e+08	1.09881e+10	4.70438e+08
c1_t0	3.7218e+09	1.36618e+08	1.25278e+10	1.70339e+08
c1_t1	3.78834e+09	1.94357e+08	1.53451e+10	1.68051e+08
c2_t0	1.25727e+09	5.51971e+07	5.7845e+09	1.50576e+08
c2_t1	1.03084e+09	6.45183e+07	6.69588e+09	1.79988e+08
c3_t0	2.27469e+09	9.43659e+07	9.61818e+09	4.03251e+08
c3_t1	2.59863e+09	9.6642e+07	1.08077e+10	7.76769e+08
c4_t0	1.00399e+09	1.05596e+08	6.74149e+09	1.20886e+08
c4_t1	1.04855e+09	9.72162e+07	7.75837e+09	7.77618e+07
c5_t0	1.7705e+09	8.90991e+07	8.15423e+09	5.03208e+07
c5_t1	1.30638e+09	8.91374e+07	1.04183e+10	2.02213e+08
c6_t0	3.2328e+09	1.12562e+08	1.46107e+10	1.64267e+08
c6_t1	3.5109e+09	1.03172e+08	1.69117e+10	1.08708e+08
# ========
# Ratio-margin	59 percent
city_year	p0	p1	p2	p3	
c0_t0	3.77074e+09	1.05272e+08	8.94911e+09	3.88715e+08
c0_t1	3.30933e+09	1.18054e+08	1.08719e+10	4.7587e+08
c1_t0	3.85061e+09	1.36618e+08	1.2399e+10	1.70339e+08
c1_t1	3.91945e+09	1.94357e+08	1.51118e+10	2.70287e+08
c2_t0	1.30078e+09	5.51971e+07	5.74099e+09	1.50576e+08
c2_t1	1.06652e+09	6.45183e+07	6.65697e+09	1.83218e+08
c3_t0	2.35342e+09	9.43659e+07	9.4845e+09	4.00715e+08
c3_t1	2.68856e+09	9.6642e+07	1.07039e+10	7.9071e+08
c4_t0	1.03874e+09	1.05596e+08	6.70675e+09	1.20886e+08
c4_t1	1.08484e+09	9.72162e+07	7.72118e+09	7.86596e+07
c5_t0	1.83178e+09	8.90991e+07	8.09296e+09	5.03208e+07
c5_t1	1.35159e+09	8.91374e+07	1.03694e+10	2.05843e+08
c6_t0	3.34468e+09	1.12562e+08	1.44988e+10	1.64267e+08
c6_t1	3.63241e+09	1.03172e+08	1.67889e+10	1.09963e+08
# ========
# Ratio-margin	60 percent
city_year	p0	p1	p2	p3	
c0_t0	2.18568e+09	2.36769e+09	8.27175e+09	3.88715e+08
c0_t1	1.89924e+09	2.65517e+09	9.7391e+09	4.81688e+08
c1_t0	2.20988e+09	3.0727e+09	1.11037e+10	1.70339e+08
c1_t1	2.24939e+09	4.37131e+09	1.27031e+10	1.7207e+08
c2_t0	7.53987e+08	1.24145e+09	5.10153e+09	1.50576e+08
c2_t1	6.1208e+08	1.45109e+09	5.72143e+09	1.86625e+08
c3_t0	1.36414e+09	2.1224e+09	8.76661e+09	3.98211e+08
c3_t1	1.55841e+09	2.1736e+09	9.74236e+09	8.05413e+08
c4_t0	6.02098e+08	2.39874e+09	4.85025e+09	1.20886e+08
c4_t1	6.22595e+08	2.20837e+09	6.07131e+09	7.96214e+07
c5_t0	1.06178e+09	1.98411e+09	6.96795e+09	5.03208e+07
c5_t1	7.75681e+08	1.98496e+09	9.0457e+09	2.0967e+08
c6_t0	1.93872e+09	2.53166e+09	1.34857e+10	1.64267e+08
c6_t1	2.08465e+09	2.32047e+09	1.61181e+10	1.11308e+08
# ========
# Ratio-margin	61 percent
city_year	p0	p1	p2	p3	
c0_t0	2.20532e+09	2.48933e+09	8.13047e+09	3.88715e+08
c0_t1	1.93547e+09	2.79157e+09	9.56023e+09	4.87921e+08
c1_t0	2.25203e+09	3.23055e+09	1.09037e+10	1.70339e+08
c1_t1	2.2923e+09	4.59588e+09	1.24334e+10	1.74297e+08
c2_t0	7.60762e+08	1.30523e+09	5.03098e+09	1.50576e+08
c2_t1	6.23756e+08	1.52564e+09	5.63161e+09	1.90221e+08
c3_t0	1.3764e+09	2.23144e+09	8.61688e+09	3.95737e+08
c3_t1	1.57241e+09	2.28526e+09	9.60117e+09	8.20933e+08
c4_t0	6.07508e+08	2.52197e+09	4.76741e+09	7.50842e+07
c4_t1	6.34472e+08	2.32182e+09	5.94495e+09	8.06517e+07
c5_t0	1.07132e+09	2.08603e+09	6.85648e+09	5.03208e+07
c5_t1	7.90478e+08	2.08693e+09	8.92489e+09	2.1371e+08
c6_t0	1.95614e+09	2.66172e+09	1.33382e+10	1.64267e+08
c6_t1	2.12442e+09	2.43968e+09	1.59576e+10	1.12748e+08
# ========
# Ratio-margin	62 percent
city_year	p0	p1	p2	p3	
c0_t0	2.58151e+09	2.56006e+09	7.83233e+09	2.39948e+08
c0_t1	2.26562e+09	2.84247e+09	9.17251e+09	4.94598e+08
c1_t0	2.63619e+09	3.28945e+09	1.04606e+10	1.70339e+08
c1_t1	2.68332e+09	4.67967e+09	1.19562e+10	1.76682e+08
c2_t0	8.90533e+08	1.34231e+09	4.86412e+09	1.50576e+08
c2_t1	7.30157e+08	1.55345e+09	5.49359e+09	1.94022e+08
c3_t0	1.61119e+09	2.29484e+09	8.3009e+09	3.93294e+08
c3_t1	1.84063e+09	2.35019e+09	9.25162e+09	8.37336e+08
c4_t0	7.11137e+08	2.59362e+09	4.59259e+09	7.46207e+07
c4_t1	7.427e+08	2.36415e+09	5.79329e+09	8.17554e+07
c5_t0	1.25406e+09	2.16676e+09	6.59301e+09	5.03208e+07
c5_t1	9.25318e+08	2.14623e+09	8.72648e+09	2.1798e+08
c6_t0	2.28982e+09	2.73735e+09	1.29289e+10	1.64267e+08
c6_t1	2.4868e+09	2.48416e+09	1.55492e+10	1.14291e+08
# ========
# Ratio-margin	63 percent
city_year	p0	p1	p2	p3	
c0_t0	2.704e+09	2.53886e+09	7.7325e+09	2.38476e+08
c0_t1	2.34963e+09	2.81893e+09	9.10489e+09	5.01752e+08
c1_t0	2.73393e+09	3.26221e+09	1.03901e+10	1.70339e+08
c1_t1	2.78281e+09	4.64092e+09	1.18929e+10	1.79237e+08
c2_t0	9.32789e+08	1.3312e+09	4.83298e+09	1.50576e+08
c2_t1	7.5723e+08	1.54059e+09	5.55191e+09	1.21499e+08
c3_t0	1.68764e+09	2.27584e+09	8.19511e+09	3.90882e+08
c3_t1	1.92797e+09	2.33073e+09	9.16638e+09	8.54691e+08
c4_t0	7.4488e+08	2.57215e+09	4.53406e+09	1.20886e+08
c4_t1	7.70238e+08	2.34458e+09	5.78415e+09	8.29379e+07
c5_t0	1.31357e+09	2.14881e+09	6.55145e+09	5.03208e+07
c5_t1	9.59628e+08	2.12846e+09	8.70543e+09	2.22498e+08
c6_t0	2.39847e+09	2.71468e+09	1.28429e+10	1.64267e+08
c6_t1	2.57901e+09	2.46359e+09	1.54759e+10	1.15944e+08
# ========
# Ratio-margin	64 percent
city_year	p0	p1	p2	p3	
c0_t0	2.46146e+09	2.5686e+09	7.79507e+09	3.88715e+08
c0_t1	2.13887e+09	2.85195e+09	9.27495e+09	5.0942e+08
c1_t0	2.48871e+09	3.30042e+09	1.05971e+10	1.70339e+08
c1_t1	2.5332e+09	4.69528e+09	1.20854e+10	1.81976e+08
c2_t0	8.4912e+08	1.34679e+09	4.90106e+09	1.50576e+08
c2_t1	6.89309e+08	1.55864e+09	5.52098e+09	2.02304e+08
c3_t0	1.53626e+09	2.30249e+09	8.26141e+09	3.88498e+08
c3_t1	1.75504e+09	2.35803e+09	9.29363e+09	8.73076e+08
c4_t0	6.78067e+08	2.60228e+09	4.57074e+09	1.20886e+08
c4_t1	7.0115e+08	2.37204e+09	5.82451e+09	8.42053e+07
c5_t0	1.19575e+09	2.17399e+09	6.6441e+09	5.03208e+07
c5_t1	8.82287e+08	2.15339e+09	8.75305e+09	2.27284e+08
c6_t0	2.18334e+09	2.74648e+09	1.30263e+10	1.64267e+08
c6_t1	2.34768e+09	2.49245e+09	1.56766e+10	1.17716e+08
# ========
# Ratio-margin	65 percent
city_year	p0	p1	p2	p3	
c0_t0	3.79171e+09	1.39267e+09	7.79387e+09	2.35585e+08
c0_t1	3.32774e+09	1.56177e+09	9.36805e+09	5.17643e+08
c1_t0	3.87202e+09	1.80736e+09	1.07069e+10	1.70339e+08
c1_t1	3.94125e+09	2.5712e+09	1.26783e+10	3.05108e+08
c2_t0	1.30801e+09	7.30219e+08	5.05874e+09	1.50576e+08
c2_t1	1.07245e+09	8.53531e+08	5.83842e+09	2.06823e+08
c3_t0	2.3665e+09	1.24839e+09	8.26014e+09	3.86144e+08
c3_t1	2.70351e+09	1.27851e+09	9.40517e+09	8.92578e+08
c4_t0	1.04452e+09	1.39696e+09	5.4096e+09	1.20886e+08
c4_t1	1.09088e+09	1.2861e+09	6.51936e+09	8.55646e+07
c5_t0	1.84197e+09	1.16705e+09	7.00482e+09	5.03208e+07
c5_t1	1.3591e+09	1.16755e+09	9.34853e+09	1.40825e+08
c6_t0	3.36328e+09	1.48912e+09	1.31037e+10	1.64267e+08
c6_t1	3.65261e+09	1.3649e+09	1.54974e+10	1.19616e+08
# ========
# Ratio-margin	66 percent
city_year	p0	p1	p2	p3	
c0_t0	3.32903e+09	1.59578e+09	7.84812e+09	4.40916e+08
c0_t1	2.92167e+09	1.78953e+09	8.94435e+09	1.11965e+09
c1_t0	3.39954e+09	2.07094e+09	1.08929e+10	1.93213e+08
c1_t1	3.46032e+09	2.94618e+09	1.25016e+10	5.87829e+08
c2_t0	1.1484e+09	8.36711e+08	5.09163e+09	1.70797e+08
c2_t1	9.41586e+08	9.78008e+08	5.65316e+09	3.9847e+08
c3_t0	2.07773e+09	1.43046e+09	8.31763e+09	4.3536e+08
c3_t1	2.37362e+09	1.46496e+09	9.40525e+09	1.03594e+09
c4_t0	9.17059e+08	1.60069e+09	5.3171e+09	1.37119e+08
c4_t1	9.57762e+08	1.47366e+09	6.38662e+09	1.63858e+08
c5_t0	1.6172e+09	1.33725e+09	7.05939e+09	5.03208e+07
c5_t1	1.19326e+09	1.33782e+09	9.21525e+09	2.69683e+08
c6_t0	2.95288e+09	1.70629e+09	1.32749e+10	1.86327e+08
c6_t1	3.2069e+09	1.56395e+09	1.56346e+10	2.29066e+08
# ========
# Ratio-margin	67 percent
city_year	p0	p1	p2	p3	
c0_t0	3.16721e+09	2.03625e+09	7.62166e+09	3.88715e+08
c0_t1	2.77966e+09	2.28348e+09	9.17611e+09	5.35944e+08
c1_t0	3.2343e+09	2.64257e+09	1.05094e+10	1.70339e+08
c1_t1	3.29213e+09	3.75939e+09	1.21246e+10	3.19724e+08
c2_t0	1.09258e+09	1.06766e+09	4.93672e+09	1.50576e+08
c2_t1	8.95819e+08	1.24796e+09	5.61072e+09	2.1673e+08
c3_t0	1.97674e+09	1.8253e+09	8.07763e+09	3.81519e+08
c3_t1	2.25825e+09	1.86932e+09	9.21687e+09	9.35337e+08
c4_t0	8.72485e+08	2.04252e+09	4.93608e+09	1.20886e+08
c4_t1	9.11208e+08	1.88043e+09	6.10167e+09	8.85896e+07
c5_t0	1.53859e+09	1.70636e+09	6.76888e+09	5.03208e+07
c5_t1	1.13526e+09	1.70709e+09	9.02785e+09	1.45804e+08
c6_t0	2.80935e+09	2.17727e+09	1.29695e+10	1.64267e+08
c6_t1	3.05102e+09	1.99564e+09	1.5464e+10	1.23845e+08
# ========
# Ratio-margin	68 percent
city_year	p0	p1	p2	p3	
c0_t0	3.70813e+09	1.0423e+08	8.36089e+09	1.04059e+09
c0_t1	3.18994e+09	1.16885e+08	1.06824e+10	7.85966e+08
c1_t0	3.71206e+09	1.33926e+08	1.24392e+10	2.71426e+08
c1_t1	3.74065e+09	1.90527e+08	1.53976e+10	1.67122e+08
c2_t0	1.27918e+09	5.46506e+07	5.67378e+09	2.39935e+08
c2_t1	1.02804e+09	6.38795e+07	6.76602e+09	1.13286e+08
c3_t0	2.29143e+09	9.34316e+07	8.86108e+09	1.01524e+09
c3_t1	2.56591e+09	9.56852e+07	1.11293e+10	4.88907e+08
c4_t0	1.01138e+09	1.05596e+08	6.53138e+09	3.23609e+08
c4_t1	1.04571e+09	9.72162e+07	7.70906e+09	1.29917e+08
c5_t0	1.78353e+09	8.73435e+07	8.1131e+09	8.01834e+07
c5_t1	1.28993e+09	8.73811e+07	1.05114e+10	1.27275e+08
c6_t0	3.25658e+09	1.11448e+08	1.43126e+10	4.39742e+08
c6_t1	3.4667e+09	1.03172e+08	1.6883e+10	1.81619e+08
# ========
# Ratio-margin	69 percent
city_year	p0	p1	p2	p3	
c0_t0	4.00576e+09	5.03152e+08	7.9132e+09	7.91719e+08
c0_t1	3.51559e+09	5.64243e+08	9.33079e+09	1.36457e+09
c1_t0	4.09061e+09	6.52972e+08	1.13958e+10	4.17231e+08
c1_t1	4.16374e+09	9.28937e+08	1.35794e+10	8.23797e+08
c2_t0	1.38185e+09	2.63817e+08	5.23305e+09	3.68824e+08
c2_t1	1.13299e+09	3.08368e+08	5.97144e+09	5.58425e+08
c3_t0	2.5001e+09	4.51026e+08	8.38662e+09	9.23442e+08
c3_t1	2.85613e+09	4.61905e+08	8.55175e+09	2.40998e+09
c4_t0	1.10348e+09	5.04702e+08	6.06768e+09	2.961e+08
c4_t1	1.15246e+09	4.64649e+08	7.13924e+09	2.25558e+08
c5_t0	1.94595e+09	4.21637e+08	7.62364e+09	7.2933e+07
c5_t1	1.43583e+09	4.21818e+08	9.78713e+09	3.71231e+08
c6_t0	3.55315e+09	5.37997e+08	1.36269e+10	4.0236e+08
c6_t1	3.85881e+09	4.93118e+08	1.59672e+10	3.15321e+08
# ========
# Ratio-margin	72 percent
city_year	p0	p1	p2	p3	
c0_t0	4.72205e+09	1.05272e+08	7.8814e+09	5.05116e+08
c0_t1	4.06217e+09	1.16885e+08	9.26526e+09	1.33088e+09
c1_t0	4.82207e+09	1.35265e+08	1.12185e+10	3.80716e+08
c1_t1	4.81109e+09	1.92432e+08	1.40169e+10	4.75421e+08
c2_t0	1.64524e+09	5.46506e+07	5.21111e+09	3.36546e+08
c2_t1	1.32223e+09	6.38795e+07	6.03081e+09	5.54308e+08
c3_t0	2.94715e+09	9.34316e+07	8.39267e+09	8.27927e+08
c3_t1	3.30018e+09	9.56852e+07	8.4917e+09	2.39221e+09
c4_t0	1.3008e+09	1.04551e+08	6.29643e+09	2.70185e+08
c4_t1	1.33163e+09	9.62536e+07	7.17563e+09	3.78382e+08
c5_t0	2.31685e+09	8.82169e+07	7.5937e+09	6.53893e+07
c5_t1	1.67565e+09	8.73811e+07	9.89091e+09	3.62067e+08
c6_t0	4.14703e+09	1.11448e+08	1.34947e+10	3.67146e+08
c6_t1	4.45874e+09	1.03172e+08	1.55436e+10	5.28963e+08
# ========
# Ratio-margin	74 percent
city_year	p0	p1	p2	p3	
c0_t0	1.7304e+09	3.04574e+09	7.62301e+09	8.14677e+08
c0_t1	1.48874e+09	3.38173e+09	8.59147e+09	1.31325e+09
c1_t0	1.73223e+09	3.91352e+09	1.05538e+10	3.56999e+08
c1_t1	1.76321e+09	5.56748e+09	1.16961e+10	4.69124e+08
c2_t0	5.9102e+08	1.59697e+09	4.74397e+09	3.15581e+08
c2_t1	4.79785e+08	1.84817e+09	5.08994e+09	5.53327e+08
c3_t0	1.0693e+09	2.73021e+09	7.77075e+09	7.67428e+08
c3_t1	1.22157e+09	2.79606e+09	7.87416e+09	2.38798e+09
c4_t0	4.7196e+08	3.05513e+09	4.29927e+09	1.45606e+08
c4_t1	4.88027e+08	2.81267e+09	5.46412e+09	2.17076e+08
c5_t0	8.32285e+08	2.55231e+09	6.61895e+09	6.06111e+07
c5_t1	6.14106e+08	2.55341e+09	8.22685e+09	6.21652e+08
c6_t0	1.51968e+09	3.25667e+09	1.29997e+10	3.44275e+08
c6_t1	1.63408e+09	2.95545e+09	1.57415e+10	3.03464e+08
# ========
# Ratio-margin	75 percent
city_year	p0	p1	p2	p3	
c0_t0	1.76549e+09	3.08664e+09	7.56459e+09	7.97114e+08
c0_t1	1.53412e+09	3.42714e+09	8.49283e+09	1.32111e+09
c1_t0	1.76737e+09	3.96606e+09	1.04738e+10	3.49303e+08
c1_t1	1.79897e+09	5.64224e+09	1.15828e+10	4.71931e+08
c2_t0	6.03006e+08	1.61841e+09	4.71734e+09	3.08777e+08
c2_t1	4.94411e+08	1.87299e+09	5.04399e+09	5.59836e+08
c3_t0	1.09098e+09	2.76687e+09	7.68645e+09	7.46592e+08
c3_t1	1.24635e+09	2.83361e+09	7.78375e+09	2.41607e+09
c4_t0	4.81532e+08	3.09615e+09	4.25263e+09	1.41653e+08
c4_t1	5.02904e+08	2.85044e+09	5.41018e+09	2.18375e+08
c5_t0	8.49164e+08	2.58658e+09	6.56945e+09	5.89655e+07
c5_t1	6.2656e+08	2.58769e+09	8.17279e+09	6.28965e+08
c6_t0	1.5505e+09	3.3004e+09	1.29326e+10	3.36853e+08
c6_t1	1.68389e+09	2.99513e+09	1.56502e+10	3.05279e+08
# ========
# Ratio-margin	76 percent
city_year	p0	p1	p2	p3	
c0_t0	4.64473e+09	1.05272e+08	7.37733e+09	1.0865e+09
c0_t1	3.99566e+09	1.18054e+08	8.43416e+09	2.22732e+09
c1_t0	4.69615e+09	1.36618e+08	1.10419e+10	6.81918e+08
c1_t1	4.68546e+09	1.90527e+08	1.38242e+10	7.95651e+08
c2_t0	1.60228e+09	5.57491e+07	4.98671e+09	6.02802e+08
c2_t1	1.28771e+09	6.38795e+07	6.08029e+09	5.39345e+08
c3_t0	2.8989e+09	9.43659e+07	7.81868e+09	1.44924e+09
c3_t1	3.24615e+09	9.56852e+07	8.6103e+09	2.32764e+09
c4_t0	1.2795e+09	1.05596e+08	6.10293e+09	4.83942e+08
c4_t1	1.30983e+09	9.62536e+07	7.20765e+09	3.68169e+08
c5_t0	2.25635e+09	8.90991e+07	7.51725e+09	2.01449e+08
c5_t1	1.64821e+09	8.82549e+07	9.21308e+09	1.06646e+09
c6_t0	4.11992e+09	1.12562e+08	1.32303e+10	6.57612e+08
c6_t1	4.38574e+09	1.03172e+08	1.56309e+10	5.14685e+08
# ========
# Ratio-margin	77 percent
city_year	p0	p1	p2	p3	
c0_t0	4.62547e+09	1.0423e+08	7.49034e+09	9.93798e+08
c0_t1	4.05948e+09	1.16885e+08	8.34573e+09	2.2531e+09
c1_t0	4.67668e+09	1.35265e+08	1.13091e+10	4.35492e+08
c1_t1	4.76029e+09	1.90527e+08	1.37402e+10	8.0486e+08
c2_t0	1.61159e+09	5.51971e+07	5.19579e+09	3.84966e+08
c2_t1	1.32136e+09	6.45183e+07	6.03976e+09	5.45588e+08
c3_t0	2.88688e+09	9.34316e+07	8.36058e+09	9.20293e+08
c3_t1	3.29799e+09	9.56852e+07	7.64894e+09	3.23716e+09
c4_t0	1.28694e+09	1.05596e+08	6.27038e+09	3.09059e+08
c4_t1	1.33075e+09	9.72162e+07	7.1815e+09	3.7243e+08
c5_t0	2.26947e+09	8.82169e+07	7.57782e+09	1.28651e+08
c5_t1	1.67454e+09	8.82549e+07	9.16828e+09	1.08494e+09
c6_t0	4.10284e+09	1.11448e+08	1.34861e+10	4.19969e+08
c6_t1	4.45579e+09	1.03172e+08	1.55549e+10	5.20642e+08
# ========
# Ratio-margin	79 percent
city_year	p0	p1	p2	p3	
c0_t0	3.2666e+09	3.26178e+09	6.28267e+09	4.02786e+08
c0_t1	2.81039e+09	3.65781e+09	7.51812e+09	7.88867e+08
c1_t0	3.27006e+09	4.23301e+09	8.877e+09	1.76505e+08
c1_t1	3.32853e+09	6.022e+09	9.64093e+09	5.04425e+08
c2_t0	1.11571e+09	1.71024e+09	4.1423e+09	2.79288e+08
c2_t1	9.05725e+08	1.99905e+09	4.87542e+09	1.91024e+08
c3_t0	2.01859e+09	2.92386e+09	6.65854e+09	6.602e+08
c3_t1	2.28322e+09	2.99439e+09	8.17777e+09	8.24397e+08
c4_t0	8.90953e+08	3.27183e+09	3.68393e+09	1.25261e+08
c4_t1	9.21284e+08	3.01217e+09	4.91804e+09	1.30397e+08
c5_t0	1.58688e+09	2.76067e+09	5.66446e+09	5.21423e+07
c5_t1	1.14781e+09	2.76186e+09	7.89172e+09	2.14612e+08
c6_t0	2.86882e+09	3.48767e+09	1.14592e+10	3.04682e+08
c6_t1	3.08476e+09	3.19673e+09	1.41707e+10	1.8229e+08
# ========
# Ratio-margin	80 percent
city_year	p0	p1	p2	p3	
c0_t0	2.23761e+09	3.20973e+09	7.23457e+09	5.31924e+08
c0_t1	1.92511e+09	3.56381e+09	7.96779e+09	1.31848e+09
c1_t0	2.23999e+09	4.12423e+09	9.7728e+09	4.19569e+08
c1_t1	2.28003e+09	5.86724e+09	1.08776e+10	4.7099e+08
c2_t0	7.64259e+08	1.68295e+09	4.42944e+09	3.70891e+08
c2_t1	6.20419e+08	1.94768e+09	4.82844e+09	5.74684e+08
c3_t0	1.38273e+09	2.87721e+09	7.12938e+09	8.71868e+08
c3_t1	1.57964e+09	2.91743e+09	7.30256e+09	2.48015e+09
c4_t0	6.10301e+08	3.25182e+09	3.94443e+09	1.65422e+08
c4_t1	6.31077e+08	2.96411e+09	5.16877e+09	2.1794e+08
c5_t0	1.07624e+09	2.68973e+09	6.22933e+09	6.88597e+07
c5_t1	7.94111e+08	2.69088e+09	8.17232e+09	3.58693e+08
c6_t0	1.94568e+09	3.43202e+09	1.2338e+10	4.04615e+08
c6_t1	2.11305e+09	3.11457e+09	1.51022e+10	3.04671e+08
# ========
# Ratio-margin	81 percent
city_year	p0	p1	p2	p3	
c0_t0	4.95289e+09	1.0423e+08	6.94951e+09	1.20721e+09
c0_t1	4.30379e+09	1.16885e+08	8.00944e+09	2.34508e+09
c1_t0	5.00772e+09	1.33926e+08	1.05869e+10	8.28085e+08
c1_t1	5.09725e+09	1.90527e+08	1.33704e+10	8.37715e+08
c2_t0	1.70858e+09	5.46506e+07	4.7523e+09	7.32011e+08
c2_t1	1.38701e+09	6.38795e+07	5.49251e+09	1.02783e+09
